City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,jianshui,23.6363,102.8264,291.94,97,93,1.01,CN,1722894988
365,clearwater,27.9659,-82.8001,303.68,82,100,8.05,US,1722894469
366,san andres,12.5847,-81.7006,303.16,79,40,6.69,CO,1722894817
367,nouadhibou,20.931,-17.0347,296.14,83,20,9.26,MR,1722894991
368,tura,25.5198,90.2201,297.33,99,100,2.21,IN,1722894992
369,manokwari,-0.8667,134.0833,299.06,81,69,2.63,ID,1722894994
370,les trois-bassins,-21.1,55.3,287.11,74,6,0.99,RE,1722894995
371,hirara,24.8,125.2833,299.3,100,75,5.66,JP,1722894996
372,sarria,42.7815,-7.4143,288.19,91,3,1.02,ES,1722894997
373,bol'shoye boldino,55.0059,45.3142,291.72,64,100,1.61,RU,1722894998
374,ad dilam,23.9915,47.1627,306.38,11,58,3.02,SA,1722894999
375,kerikeri,-35.2268,173.9474,285.88,93,30,1.34,NZ,1722895000
376,dunoon,55.947,-4.923,288.32,99,97,2.13,GB,1722895001
377,ulladulla,-35.35,150.4667,282.39,77,6,2.62,AU,1722895002
378,pokhara,28.2333,83.9833,294.96,94,100,0.76,NP,1722895003
379,binkolo,8.9533,-11.9779,296.04,99,82,1.45,SL,1722895004
380,chernyshevskiy,63.0128,112.4714,287.76,79,97,1.38,RU,1722895005
381,guiuan,11.0333,125.7247,302.08,73,100,7.5,PH,1722895006
382,carnarvon,-24.8667,113.6333,289.54,64,0,2.46,AU,1722895007
383,pointe aux piments,-20.0628,57.5131,290.66,75,2,3.26,MU,1722895008
384,burang,30.25,81.1667,283.21,79,96,1.83,CN,1722895009
385,kirakira,-10.4544,161.9205,299.41,85,100,4.68,SB,1722895010
386,kamina,-8.7386,24.9906,291.35,21,1,0.96,CD,1722895012
387,guerrero negro,27.9769,-114.0611,300.15,54,99,6.82,MX,1722894991
388,prainha,-1.8,-53.48,302.56,46,5,1.64,BR,1722895014
389,palapye,-22.546,27.1251,288.54,19,0,2.85,BW,1722895015
390,tumayr,25.7039,45.868,303.57,14,71,4.46,SA,1722895016
391,mikuni,36.2171,136.1519,299.1,86,20,0.69,JP,1722895017
392,timimoun,29.2639,0.231,313.36,10,0,2.06,DZ,1722895018
393,constitucion,-35.3333,-72.4167,283.12,81,90,2.67,CL,1722895019
394,rongelap,11.1635,166.8941,301.55,77,100,6.47,MH,1722895020
395,baoding,38.8511,115.4903,298.07,80,31,1.9,CN,1722895021
396,broome,42.2506,-75.833,298.25,89,85,1.46,US,1722895022
397,visakhapatnam,17.69,83.2093,301.8,76,100,3.69,IN,1722895023
398,edson,53.5835,-116.4356,287.23,88,100,3.09,CA,1722895024
399,anavyssos,37.7333,23.95,303.26,57,15,1.91,GR,1722895025
400,taunggyi,20.7833,97.0333,291.09,98,100,1.42,MM,1722895026
401,gamba,-2.65,10.0,294.24,87,52,2.37,GA,1722895027
402,itoman,26.1247,127.6694,301.36,96,75,5.66,JP,1722895029
403,zabol,32.25,67.25,298.27,54,0,6.77,AF,1722895030
404,upington,-28.4478,21.2561,277.36,41,0,0.51,ZA,1722895032
405,franklin,39.9667,-83.0166,306.63,55,75,5.66,US,1722894321
406,apac,1.9756,32.5386,291.87,91,65,1.56,UG,1722895034
407,margate,51.3813,1.3862,291.1,78,1,4.45,GB,1722895035
408,port moresby,-9.4431,147.1797,297.93,80,97,3.08,PG,1722895036
409,kendall west,25.7065,-80.4388,306.49,70,75,5.66,US,1722895037
410,brak,27.5496,14.2714,306.58,13,0,6.01,LY,1722895038
411,ilha de mocambique,-15.0342,40.7358,296.66,74,15,2.74,MZ,1722895039
412,tindouf,27.6711,-8.1474,313.4,9,1,7.2,DZ,1722895040
413,hasaki,35.7333,140.8333,300.53,83,2,4.04,JP,1722895041
414,kartaly,53.0522,60.6467,290.96,89,100,3.25,RU,1722895042
415,christchurch,-43.5333,172.6333,281.16,86,0,1.42,NZ,1722894961
416,eyl,7.9803,49.8164,297.8,81,82,10.21,SO,1722895044
417,sao joao da barra,-21.6403,-41.0511,296.2,83,0,8.21,BR,1722895047
418,quellon,-43.1167,-73.6167,281.05,92,100,7.26,CL,1722895049
419,uran,18.8769,72.9397,300.13,89,81,6.07,IN,1722895050
420,los frentones,-26.4077,-61.4137,293.57,65,69,1.78,AR,1722895053
421,port shepstone,-30.7414,30.455,287.34,75,13,3.07,ZA,1722895054
422,arteche,12.2645,125.4048,298.35,93,100,1.73,PH,1722895055
423,shengli,37.4564,118.4856,299.18,89,68,0.74,CN,1722895056
424,mulanje,-16.0316,35.5,293.3,30,1,1.93,MW,1722895057
425,sarmiento,-45.5882,-69.07,277.36,98,100,6.5,AR,1722895058
426,ust'-kut,56.7938,105.7672,286.17,82,7,0.37,RU,1722895059
427,charters towers,-20.1,146.2667,289.37,80,33,2.08,AU,1722895060
428,mount pearl,47.5166,-52.7813,295.34,92,75,9.26,CA,1722895061
429,palikir - national government center,6.9248,158.1611,301.61,74,71,4.82,FM,1722895062
430,suntar,62.1444,117.6319,287.52,87,12,2.06,RU,1722895063
431,regina,50.4501,-104.6178,295.95,52,75,6.17,CA,1722895007
432,wenshui,28.4506,106.5267,293.54,96,22,1.72,CN,1722895066
433,motupe,-6.1519,-79.7142,296.72,49,6,5.1,PE,1722895067
434,bulolo,-7.2,146.65,295.93,91,84,0.66,PG,1722895068
435,minas novas,-17.2186,-42.5903,294.16,67,96,1.13,BR,1722894935
436,guozhen,34.3659,107.359,296.31,86,2,1.7,CN,1722895070
437,xining,36.6167,101.7667,287.89,82,85,0.94,CN,1722895071
438,imbituba,-28.24,-48.6703,293.63,97,3,1.68,BR,1722895072
439,jiuquan,39.7432,98.5174,298.08,32,70,3.01,CN,1722895073
440,laboulaye,-34.1266,-63.3912,288.47,60,0,4.13,AR,1722895074
441,tomatlan,19.9333,-105.25,303.93,73,78,2.09,MX,1722895076
442,mili,6.0815,171.735,300.95,78,52,4.27,MH,1722895077
443,qa'en,33.7265,59.1844,297.27,25,0,3.61,IR,1722895078
444,turinskaya sloboda,57.6232,64.3858,288.41,96,94,1.4,RU,1722895080
445,geraldton,-28.7667,114.6,281.38,93,0,6.17,AU,1722895081
446,balaklava,44.5,33.6,297.25,54,71,3.66,UA,1722895082
447,dossor,47.5272,52.9811,300.66,35,16,2.96,KZ,1722895083
448,cold lake,54.4502,-110.2017,289.12,94,100,4.63,CA,1722895084
449,island harbour,50.724,-1.2758,292.19,78,83,0.89,GB,1722895085
450,bhuban,20.8833,85.8333,300.53,83,100,1.8,IN,1722895086
451,alipur,29.3846,70.9116,302.11,79,95,5.7,PK,1722895087
452,sunland park,31.7965,-106.58,308.75,22,20,4.92,US,1722895088
453,kabo,7.6994,18.629,295.1,95,91,1.14,CF,1722895089
454,polyarnyy,69.1989,33.4478,282.01,77,3,1.77,RU,1722895090
455,tashtyp,52.7939,89.8983,285.65,94,70,1.48,RU,1722895091
456,khuzdar,27.7384,66.6434,298.41,75,70,0.97,PK,1722895092
457,eastham,41.8301,-69.9739,301.57,74,0,3.6,US,1722895093
458,woolgoolga,-30.1106,153.2007,287.62,90,88,1.9,AU,1722895094
459,kingston,17.997,-76.7936,305.68,66,20,10.29,JM,1722894665
460,tenno,39.9,139.9667,296.71,83,52,0.98,JP,1722895097
461,mugia,43.1041,-9.2179,294.35,95,54,0.89,ES,1722895098
462,at tall al kabir,30.5445,31.7853,299.85,58,1,1.53,EG,1722895099
463,nikolayevsk-on-amure,53.1406,140.73,290.28,81,100,1.15,RU,1722895100
464,demidov,55.2706,31.515,287.9,91,98,0.87,RU,1722895101
465,petawawa,45.9001,-77.3328,289.7,86,100,0.89,CA,1722895102
466,taltal,-25.4,-70.4833,288.76,69,18,1.34,CL,1722895103
467,bayside,40.8424,-124.0637,302.39,81,100,3.6,US,1722895104
468,ujae,8.9322,165.7642,301.81,73,61,3.27,MH,1722895105
469,grand falls-windsor,48.9332,-55.6649,296.76,88,100,3.89,CA,1722894885
470,kudahuvadhoo,2.6708,72.8944,301.63,74,100,4.28,MV,1722895107
471,andovoranto,-18.95,49.1,293.56,89,94,2.26,MG,1722895108
472,manta,-0.95,-80.7333,301.03,69,75,5.14,EC,1722894885
473,vale da amoreira,39.0697,-7.6985,293.18,67,0,3.94,PT,1722895110
474,kolonia town,6.964,158.206,302.22,74,70,4.84,FM,1722895113
475,dadukou,26.5479,101.7054,294.95,96,100,0.29,CN,1722895114
476,kiuruvesi,63.65,26.6167,285.1,82,99,1.33,FI,1722895115
477,hithadhoo,-0.6,73.0833,301.39,74,100,0.88,MV,1722895116
478,santiago de cao,-7.9589,-79.2392,291.22,82,7,5.14,PE,1722895117
479,fort mcmurray,56.7268,-111.381,295.92,46,0,6.17,CA,1722895118
480,mukalla,14.5425,49.1242,301.88,78,99,2.43,YE,1722895119
481,chui,-33.6971,-53.4616,287.52,92,100,5.74,UY,1722895120
482,labytnangi,66.6572,66.4183,278.62,70,9,4.76,RU,1722895121
483,nuuk,64.1835,-51.7216,279.75,83,100,1.94,GL,1722895027
484,novodvinsk,64.4165,40.8122,286.01,65,100,2.71,RU,1722895123
485,sterling,39.0062,-77.4286,308.48,42,0,2.06,US,1722895124
486,chiras,35.4167,65.9823,283.49,43,0,1.2,AF,1722895125
487,chifeng,42.2683,118.9636,293.9,66,1,1.98,CN,1722895126
488,ugoofaaru,5.6667,73.0,301.02,75,100,2.12,MV,1722895127
489,raduzhny,62.0961,77.475,284.34,85,100,4.69,RU,1722895128
490,kalmunai,7.4167,81.8167,300.48,81,99,1.43,LK,1722895129
491,zemio,5.0314,25.1361,293.53,95,100,0.3,CF,1722895130
492,bonthe,7.5264,-12.505,297.75,89,68,3.92,SL,1722895132
493,yartsevo,55.0667,32.6964,287.53,91,100,1.33,RU,1722895133
494,wad rawah,15.1603,33.1397,299.87,72,90,6.11,SD,1722895134
495,gonzalez,30.5816,-87.2914,308.61,57,0,4.63,US,1722895135
496,lerwick,60.1545,-1.1494,287.15,93,98,0.31,GB,1722895136
497,saldanha,-33.0117,17.9442,283.18,83,1,3.9,ZA,1722895137
498,praia da vitoria,38.7333,-27.0667,300.29,74,20,2.21,PT,1722895138
499,tamanrasset,22.785,5.5228,305.1,19,40,3.6,DZ,1722895139
500,poronaysk,49.2167,143.1167,287.89,90,90,3.95,RU,1722895140
501,ghanzi,-21.5667,21.7833,285.08,25,1,3.79,BW,1722895141
502,hoemul-li,41.4339,129.67,297.08,98,100,1.21,KP,1722895142
503,nyurba,63.2842,118.3319,288.04,83,69,3.0,RU,1722895143
504,princeville,45.7668,-61.2985,299.14,79,0,4.12,CA,1722895144
505,new plymouth,-39.0667,174.0833,284.47,74,38,1.41,NZ,1722895146
506,mendi,-6.1761,143.6513,286.55,92,66,1.11,PG,1722895148
507,ubari,26.5921,12.7805,306.94,13,0,6.32,LY,1722895149
508,nasirabad,26.3,74.7333,296.63,89,100,6.45,IN,1722895150
509,burutu,5.3509,5.5076,298.06,81,89,3.8,NG,1722895151
510,san pedro pochutla,15.7333,-96.4667,305.21,69,85,2.41,MX,1722895152
511,kyzyl,51.7,94.45,289.69,88,100,3.63,RU,1722895153
512,longview,32.5007,-94.7405,308.12,41,40,2.06,US,1722894942
513,kalianget,-7.05,113.9333,298.26,81,72,4.6,ID,1722895155
514,frenda,35.0654,1.0495,299.58,31,0,1.83,DZ,1722895156
515,barcarena,-1.5058,-48.6258,303.18,73,51,7.07,BR,1722895157
516,la ronge,55.1001,-105.2842,294.29,43,100,3.09,CA,1722895057
517,nemuro,43.3236,145.575,290.37,98,86,2.61,JP,1722895159
518,kisanga,-7.4362,37.7034,293.28,73,0,1.52,TZ,1722895161
519,yugorsk,61.3133,63.3319,288.33,97,100,3.85,RU,1722895162
520,barra de santo antonio,-9.4047,-35.5072,295.75,76,20,5.52,BR,1722895163
521,urangan,-25.3,152.9,291.81,77,16,2.1,AU,1722895164
522,dyurtyuli,55.4911,54.8688,288.75,94,8,2.72,RU,1722895165
523,amga,60.8953,131.9608,282.89,97,100,3.04,RU,1722895166
524,chagoda,59.164,35.3285,286.28,98,28,1.65,RU,1722895167
525,nabire,-3.3667,135.4833,296.93,93,66,1.21,ID,1722895168
526,dokkum,53.3222,5.997,291.48,89,14,1.54,NL,1722895169
527,greenville,35.6127,-77.3663,303.24,76,40,6.17,US,1722895170
528,arkhangel'sk,64.5401,40.5433,286.21,82,40,3.0,RU,1722895172
529,quirinopolis,-18.4483,-50.4517,298.18,28,0,1.33,BR,1722895173
530,kenai,60.5544,-151.2583,296.2,52,0,7.2,US,1722895174
531,zaozersk,69.4005,32.4476,280.18,92,10,1.8,RU,1722895175
532,choele choel,-39.2667,-65.6833,288.19,36,100,4.36,AR,1722895152
533,thinadhoo,0.5333,72.9333,301.6,70,100,1.92,MV,1722895178
534,reggane,26.7158,0.1714,313.52,9,15,3.94,DZ,1722895179
535,thouars,46.976,-0.2151,290.73,86,0,3.12,FR,1722895180
536,el calafate,-50.3408,-72.2768,272.52,89,90,1.23,AR,1722895181
537,corpus christi,27.8006,-97.3964,307.2,68,40,5.66,US,1722895182
538,timber pines,28.4703,-82.6032,303.21,79,100,1.79,US,1722895183
539,ouesso,1.6136,16.0517,296.72,76,84,0.47,CG,1722895184
540,guangming,45.3333,122.7833,294.45,75,0,2.77,CN,1722895185
541,plettenberg bay,-34.0527,23.3716,285.08,50,0,1.58,ZA,1722895186
542,magadan,59.5667,150.8,286.72,78,100,2.96,RU,1722895188
543,san antonio de pale,-1.4014,5.6325,295.34,74,100,4.55,GQ,1722895189
544,atasu,48.6814,71.6433,294.07,44,96,2.58,KZ,1722895190
545,jacaltenango,15.6667,-91.7333,301.84,99,100,1.17,GT,1722895192
546,riva del garda,45.8858,10.8412,298.48,59,16,0.97,IT,1722895193
547,port saint john's,-31.6229,29.5448,286.1,77,0,2.24,ZA,1722895194
548,faya-largeau,17.9257,19.1043,303.1,59,100,6.09,TD,1722895195
549,korenevo,55.6719,38.0078,291.95,100,0,1.0,RU,1722895196
550,boda,4.3189,17.4695,294.33,95,98,0.05,CF,1722895197
551,bardai,11.65,7.2333,295.04,93,100,2.54,NG,1722895198
552,misantla,19.9333,-96.8333,301.28,79,65,1.43,MX,1722895199
553,padang,-0.9492,100.3543,298.18,88,48,2.34,ID,1722895200
554,asahikawa,43.7678,142.3703,293.71,88,100,1.03,JP,1722895201
555,katsuren-haebaru,26.3369,127.8719,301.36,92,75,4.12,JP,1722895202
556,plastun,44.7561,136.2939,290.2,69,38,0.75,RU,1722895203
557,tazacorte,28.629,-17.9293,295.69,92,0,5.14,ES,1722895204
558,ventnor,50.5948,-1.2037,291.88,85,81,4.75,GB,1722895205
559,nagqu,31.5,92.0,276.68,81,5,0.95,CN,1722895208
560,orkney,-26.9802,26.6727,279.64,41,0,1.2,ZA,1722895209
561,trairi,-3.2778,-39.2689,298.5,79,98,6.34,BR,1722895046
562,pacific grove,36.6177,-121.9166,299.27,87,100,4.12,US,1722895211
563,union de reyes,22.7953,-81.5375,304.31,67,96,3.93,CU,1722895212
564,marion,39.7684,-86.1555,306.8,57,40,3.6,US,1722894960
565,malango,-2.9627,119.9001,290.74,98,16,1.24,ID,1722895214
566,rajpur,22.3,74.35,297.74,90,89,5.54,IN,1722895215
567,ebaye,8.7748,167.7392,301.16,83,0,3.09,MH,1722895216
568,touros,-5.1989,-35.4608,297.23,77,46,6.77,BR,1722894957
569,nova vicosa,-17.8919,-39.3719,295.19,75,0,3.04,BR,1722895218
570,kambarka,56.2694,54.2062,288.42,94,0,1.83,RU,1722895219
571,koster,-25.863,26.8976,278.47,36,1,3.23,ZA,1722895220
